p,Pinf
0.5,0.0
0.52,0.0
0.54,0.0
0.56,0.0
0.58,0.0
0.6,0.0
0.62,0.0
0.64,0.0
0.66,0.0
0.6799999999999999,0.0
0.7,0.0
0.72,0.03
0.74,0.21
0.76,0.01
0.78,0.0
0.8,0.0
0.8200000000000001,0.0
0.8400000000000001,0.0
0.86,0.68
0.88,0.1
0.9,0.39
0.9199999999999999,0.33
0.94,0.98
0.96,1.0
0.98,1.0
1.0,1.0
