p,Pinf
0.5,0.0
0.52,0.0
0.54,0.08
0.56,0.0
0.58,0.22
0.6,0.81
0.62,1.0
0.64,1.0
0.66,1.0
0.68,1.0
0.7,1.0
0.72,1.0
0.74,1.0
0.76,1.0
0.78,1.0
0.8,1.0
