p,Pinf
0.5,0.0
0.52,0.0
0.54,0.0
0.56,0.0
0.58,0.0
0.6,0.0
0.62,0.0
0.64,0.0
0.66,0.0
0.6799999999999999,0.07
0.7,0.23
0.72,0.1
0.74,0.01
0.76,0.0
0.78,0.0
0.8,0.06
0.8200000000000001,0.25
0.8400000000000001,0.57
0.86,0.77
0.88,0.95
0.9,1.0
0.9199999999999999,0.99
0.94,1.0
0.96,1.0
0.98,1.0
1.0,1.0
