p,Pinf
0.5,0.0
0.52,0.0
0.54,0.0
0.56,0.0
0.58,0.0
0.6,0.0
0.62,0.0
0.64,0.0
0.66,0.0
0.68,0.05
0.7,0.27
0.72,0.54
0.74,0.77
0.76,0.95
0.78,1.0
0.8,1.0
